,text,source
484,ทำประกันอุบัติเหตุของอะไรดี ปี 2565,pantip
485,"อยากทราบว่าเพื่อนๆ ทำประกันอุบัติเหตุของอะไรกันอยู่หรอคะ พอดีตัวเองมีทำอยู่ฉบับนึง แต่ไม่รู้ว่าตัวเองทำแพงไปหรือเปล่าเบี้ยเดือนละ 600 กว่าบาทได้ความคุ้มครองคือ ค่ารักษา 45,000 บาท แต่มีเพิ่มเติมถ้าเกิดจากรถยนต์ก็เพิ่มอีก 1 เท่าทุนประกันชีวิต 2,000,000 บาท หากเสียชีวิตด้วยรถยนต์ เพิ่มเป็น 4,000,000 บาทค่ะถ้าเกิดจากการฆาตรกรรม ทุนชีวิตจะอยู่ที่ 1,000,000 บาทหลักๆ จะประมาณนี้ค่ะ อยากได้ความเห็นจากเพื่อนๆ ว่าแพงไปหรือไม่คะขอบคุณค่ะ   แก้ไขข้อความเมื่อ",pantip
486,ทำไม บ.นายหน้าประกันรถชอบโทรมาให้ต่อประกันก่อนหมดประกัน,pantip
487,ไม่แน่ใจว่าเป็นกันทุกบริษัทหรือเปล่า ที่ผมเจอคือชอบให้ต่อประกันก่อนหมด 90 วัน และมาแนวได้ราคาพิเศษ แต่ถ้าเลย 90 วันเป็นอีกราคา แถมให้หักบัตรเครดิตหรือชำระเบี้ยเลย ทำไมเค้าไม่โทรก่อนจะหมดสัก 1 เดือน เพราะจริง ๆ ผมกะจะต่อเจ้าเดิมอยู่แล้วเพราะแทบไม่เคยเคลมเลย,pantip
488,เราสามารถปฏิเสธ ประกันภัยที่พ่วงมากับ การสมัครบัตร ATM ได้ไหมครับ,pantip
489,ผมสมัครบัตร ATM ของ SCB เมื่อปี 2563 ได้ Debit Card มาอันหนึ่งจู่ๆ ในปีนี้ พอผมตรวจ แอพของ FWD เพราะมีประกันหลายตัวที่สมัครไว้ ปรากฏว่า มีประกันอุบัติเหตุ ปรากฎขึ้นในแอพทุนประกัน หนีงแสนและจะตัดบัญชีออมทรัพย์ปลายปีนี้เรายกเลิกได้ไหมครับ,pantip
490,มีใครได้เงินจากการยื่นคำร้องทวงหนี้กองทุนวินาศภัยของบริษัทเอเชียประกันภัย?,pantip
491,จริงๆก็ลืมไปแล้วแต่อยู่ดีๆก็นึกขึ้นมาได้คือผมยื่นไปตั้งแต่พ.ย.ปี 64 จนตอนนี้ครบปีแล้ว ช่วงที่ตาม 3-4 เดือนแรกโทรไปเป็นร้อยสายจำไม่ได้ว่าสายไม่ว่างหรือไม่มีคนรับก็ไม่รู้ จำได้แต่เพียงว่าไม่เคยได้คุยกับจนท.เลยแม้แต่ครั้งเดียวสถานะที่ยื่นออนไลน์ไปยังอยู่ที่เดิมเลยสงสัยว่ามันมีใครได้เงินจากกองทุนที่ได้รับความเสียหายจากบริษัทเอเชียประกันภัยบ้างไหมครับ,pantip
492,ประกันภัยรถยนต์บริษัทไหนคุ้มค่าที่จะจ่ายบ้างมาช่วยแชร์หน่อยครับ,pantip
493,สอบถามประกันรถยนต์ชั้น1ครับอยากรู้ว่าบริษัทไหนทำแล้วคุ้มค่าบ้างทั้งในแง่สิทธิพิเศษต่างๆหรือการเคลมคิดว่าเจ้าไหนคุ้มบ้างครับกับเบี้ยที่จ่ายไป,pantip
494,รถโดนกรีดกับโดนเผา แต่เผานิดหน่อย เสียหายแค่เบาะหลัง1ฝั่งกับฝ้าเพดาน,pantip
495,เรื่องไม่อยู่ว่าพ่อของเราทะเลาะกับแม่ของเราแม่ของเราจะหย่ากับพ่อเค้าจดทะเบียนสมรสกันแต่พ่อไม่ยอมหย่าพ่อเลยกรีดรถเรา (เราออกเองทุกบาท แต่เป็นชื่อแม่เราค้ำ ตอนนั้นยังเด็กออกเองไม่ได้) อยากจะทราบว่าเราพอจะเคลมประกันได้ไหม ต้องเสียส่วนต่างอะไรเพิ่มไหม ฝากถามผู้รู้ทีคะ (ตอนนี้พ่อของเรากำลังโดนดำเนินคดีรอศาลเรียก),pantip
496,ถ้าไม่อยากถูกหลอก ซื้อประกันต้องถามอะไรบ้างคะ ?,pantip
497,ถ้าไม่อยากถูกหลอก หรือ ไม่ถูกหลอกแต่ ถูกเอาเปรียบ ? เวลา ซื้อประกัน ต้องถามอะไรบ้างคะ ?เช่น โรคที่ คุ้มครอง ขึ้นราคาเบี้ย กี่บาทต่อปี เชคประวัติสุขภาพ ย้อนหลังกี่ปี หรือ ประกันรถก็คือ ซ่อม ต้องสำรองจ่ายไหม ค่าใช้จ่ายส่วนแรก กี่บาท ?   แก้ไขข้อความเมื่อ,pantip
498,ทำประกันภัยบ้านไว้ ถ้าน้ำท่วมหลังจากน้ำลดเราสามารถเบิกค่าเสียหายส่วนไหนได้บ้างครับ,pantip
499,ผมทำประกันภัยบ้านไว้ครับ ในรายระเอียดระบุคุ้มครองน้ำท่วมชัดเจนแยกจากภัยจากน้ำครับ แต่ไม่เคยมีประสบการณ์เรียกร้องค่าเสียหายจากน้ำท่วมบ้านเลยครับ เลยอยากมารบกวนขอคำแนะนำจากสมาชิกเพื่อเป็นแนวทางก่อนแจ้งเคลมกับประกันด้วยครับตอนนี้ระดับน้ำท่วมมิดเพดานชั้น 1 ไปแล้วครับ อยากทราบว่าหลังจากน้ำลงมีส่วนไหนบ้างที่เราสามารถเรียกร้องจากประกันได้ครับและส่วนไหนที่เราต้องรับผิดชอบเองครับ ตอนนี้กำลังแพลนเงินเตรียมไว้ค่าใช้จ่ายหลังน้ำลดครับจากเท่าที่อ่านดูในกระทู้เก่าๆเป็นเคสท่วม 54 กรุงเทพ ส่วนมากเท่าที่เบิกได้จะมี1.ค่าทำความสะอาดบ้านคำถาม 1.1 อันนี้คือเราจ้างบริษัททำความสะอาดทั่วไปได้เลยใช่หรือเปล่าครับ ?     1.2 เราต้องหาบริษัทเอง หรือว่าประกันเค้าจะหาให้ครับ ?     1.3 ค่าทำความสะอาดเบิกได้เฉพาะตัวบ้าน หรือรวมไปถึงกำแพงบ้านและพื้นโดยรอบบ้านด้วยครับ บ้านเป็นบ้านจัดสรรค์ชั้นเดียวครับ     1.4 บานประตูหน้าต่างที่เป็น UPVC ถ้าล้างแล้วคราบสกปรกออกไม่หมด ยังเหลืองหมองอยู่ ประกันจะให้เปลี่ยนหรือเปล่าครับ ?2.ค่าทาสี     2.1 ค่าทาสีประกันจะอนุมัติในเรทการทำงานที่เป็นสากลหรือเปล่าครับ คือ ทากันเชื้อรา+ทารองพื้นปูนเก่า+ทาสีจริง2รอบ หรือว่าให้ทาทับสีจริงแค่รอบเดียวไปเลยครับ     2.2 ในส่วนที่เป็นเหล็กดัดหน้าต่าง ประตูเหล็กดัด ประตูรั้วเหล็ก สามารถเบิกค่าทาสีได้หรือเปล่าครับ ?3.ความเสียหายของบ้าน     3.1 ถ้ามีกระเบื้องผนังหลุดร่อนอันเนื่องมาจากน้ำท่วม สามารถเบิกได้หรือเปล่าครับ     3.2 พื้นปูนรอบบ้านหลังน้ำลดถ้ามีพื้นทรุด เบิกได้หรือเปล่าครับ     3.3 ฝ้าเพดาน ถ้าชื้นขึ้นราบวม ประกันให้ทาสีทับหรือว่าเปลี่ยนฝาใหม่ครับ     3.4 บนฝ้ามีปูฉนวนกันความร้อนไว้ทั้งหลัง ถ้าน้ำเลยฝ้า ฉนวนกันความร้อนน่าจะเปียกและขึ้นรา สามารถเบิกค่าฉนวนได้หรือเปล่าครับ4.อุปกรณ์ไฟฟ้า     4.1 พวกสวิทไฟ ปลั๊กไฟ ตู้คอนซูเมอร์ โหลดเซนเตอร์ ถ้าโดนน้ำท่วมเบิกได้หรือเปล่าครับ5.เบิกค่าอื่นๆนอกจากนี้ รบกวนท่านสมาชิกแนะนำด้วยครับปล.ประกันภัยของทิพยะครับขอบคุณครับ,pantip
500,เมืองไทยประกันภัย  จะคุ้มครองหรือไม่คุ้มครอง,pantip
501,ขอรบกวนผู้รู้ อธิบายหน่อยครับได้ใบต่อประกัน จาก เมืองไทยประกันภัยเลยเข้าไปหา ข้อมูลเพิ่มเติมจาก k plusสรุปว่า คุ้มครองอุบัติเหตุจากการขับขี่ / โดยสารรถจักรยานยนต์ไหม ?,pantip
502,ใครเป็นตัวแทนประกันแล้วเจอปัญหานี้บ้างไหม,pantip
503,คนรู้จักทำอาชีพตัวแทนประกันอักษรขึ้นต้น(อ) อยู่ในอาชีพนี้และทำอาชีพนี้อย่างเดียว เป็นตัวแทนที่ดูแลลูกค้าดีมาก เราก็ชื่นชมนะ วันนึงมีปัญหา บริษัทประกันอ. ระงับสิทธิ์การขาย เหตุเพราะว่าลูกค้าเคลมสุขภาพเกินเกณฑ์ที่บริษัทกำหนดไว้เราก็แบบเออ...แล้วตอนนี้มีโควิด ป่วยกันเยอะ เข้ารพ.ก็คงไม่แปลก คงไม่มีใครอยากป่วยแล้วต้องนอนรพ.อะเนอะ เราก็เพิ่งรู้ว่าตัวแทนต้องเดือดร้อนเรื่องแบบนี้ด้วยเราไม่รู้จะแนะนำอย่างไร เพื่อนๆคนไหนเคยเจอเคสแบบนี้ แก้ปัญหากันยังไงบ้างครับ,pantip
504,ประกันชีวิตเกี่ยวกับโรคร้ายแรง บริษัทไหนดี บ้างคะ แนะนำหน่อยค่ะ,pantip
505,,pantip
506,ทำประกันชีวิต+ประกันสุขภาพเหมาจ่ายไว้ 2 ที่ แต่มีที่นึงไม่ได้แถลงประวัติสุขภาพไป เลยจะยกเลิกประกันสุขภาพเจ้านี้ ทำได้ไหม,pantip
507,ทำประกันชีวิต + ประกันสุขภาพเหมาจ่ายไว้ 2 ที่ที่แรก ตอนทำลืมแถลงประวัติสุขภาพไป ยังไม่เคยเคลม ที่สอง แถลงประวัติสุขภาพ บ.ประกันรับทำแบบมีเงื่อนไขไม่คุ้มครองโรคที่เป็นอยู่เลยจะยกเลิกประกันสุขภาพแบบเหมาจ่ายของบ.แรก กลัวว่าเคลมไปก็จะมีปัญหาอันนี้เราสามารถยกเลิกได้เลยและสามารถโทรยกเลิกได้เลยใช่ไหมคะ,pantip
508,ประกันอุบัติเหตุลงค่าใช้จ่ายได้หรือไม่,pantip
509,ทางบริษัทฯ มีพนักงานไม่มาก ไม่สามารถทำประกันกลุ่มได้ แต่ได้ซื้อประกันอุบัติเหตุให้พนักงานแทนซึ่งเป็นแบบรายปี เวลาเกิดอุบัติเหตุก็ให้ใช้ร่วมกับประกันสังคม อยากทราบว่ารายจ่ายส่วนนี้สามารถนำมาลงเป็นค่าใช้จ่ายของบริษัทได้หรือไม่,pantip
510,ประกัน FWD ของ SCB,pantip
511,สอบถามค่ะ วันนี้มีคอลเซ็นเตอร์โทรมาขายประกันเงินออม แต่พอดีเงินในบัญชีไม่พอเลยไม่ได้โอนไปทางเจ้าหน้าบอกพรุ่งนี้จะติดต่อมาใหม่ ถ้าเราเลือกไม่รับสายมันจะหักเงินในบัญชีเองไหม ไม่แน่ใจว่าชื่อเข้าระบบหรือยังแต่เราไม่เอาแล้วค่ะ,pantip
512,ประกันชีวิต,pantip
513,อยากยกเลิกประกันชีวิตค่ะแต่ตอนนี้เป็นแบบหักเงินอัตโนมัติยกเลิกยังค่ะ,pantip
514,ประกันชีวิต,pantip
515,ยกเลิกจ่ายประกันชีวิตยังไงค่ะเพราะเป็นแบบหักอัตโนมัติ,pantip
516,ยกเลิกประกันชีวิต,pantip
517,อยากยกเลิกจ่ายประกันชีวิตค่ะแต่มันเป็นแบบหักอัตโนมัติจะยกเลิกยังไงค่ะ,pantip
518,เคลมประกันสินเชื่อธนาคารออมสิน  ผ่านไปทิพยประกันภัย ไทยประกันชีวิต,pantip
519,สวัสดีค่ะ พอดีอยากสอบถาม มีใครเคยเจอกรณี เคลมประกัน แม่เสียชีวิต มีหนี้สินกับธนาคารออมสินอยู่ ทางเราไปเคลมตั้งแต่ 22 พฤษภาคม ที่ธนาคารอออมสิน แต่ธนาคารพึ่งส่งเอกสารไปบริษัทประกัน เมือวันที่ 19 มิถุนายน หลังตากที่ทางเราจี้ ๆ ไปเยอะ ๆ ติดต่อไปทางบริษัท ทิพยประกันภัย ทางบริษัท แจ้งว่า ส่งเรื่องต่อให้ไทยประกันชีวิต พอวันที่ 29 ทางเราติดต่อไปที่ไทยประกันชีวิต มีพนักงานรับสาย และให้รายละเอียดว่า บริษัทประกัน อนุมัติยอดเรียบร้อยแล้ว และยอดจำนวนเท่านี้ ให้รอเอกสาร ภายใน 15 วัน วันที่ 3 กรกฏาคม ทางเราได้มีการติดต่อเข้าไปที่ ไทยประกันชีวิตอีกครั้งค่ะ มีพนักงานรับสาย และแจ้งว่า ยังอยู่ในระหว่างการอนุมัติ ต้องรอไปอีก 15 วัน ?!!!!!!ใดๆ คือมีเพื่อนๆ คนไหนเคบเจอบางค่ะ ร้องเรียนได้ทางไหน บ้าง เวลาขายประกันหักเงินนะเดี่ยวนั้น แต่เวลา เคลม กว่าจะติดต่อได้แต่ละบริษัทธนาคารออมสิน ก็ถ้าไม่ใช่ลูกค้าวีไอพี กว่าจะดำเนินการให้แต่ละเรื่อง ต้องตามเองทั้งหมดทิพยประกันภัย ก็ติดต่อยากที่สุดไทยประกันชีวิต พนักงานพูดไม่เหมือนกัน ไม่สามารถติดตามใดๆ ได้เลย,pantip
520,ยกเลิกประกัน ให้ได้เงินกลับคืนมาบ้างมีวิธีไหนดี,pantip
521,สมัครประกันของบริษัทนึง จ่าย 1700 กว่าบาทต่อเดือน ตอบเร็วตอนไม่ได้เงิน พอได้เงิน ส่งข้อความสอบถามอะไร อ่านแต่ไม่ตอบ ไม่ก็ต้องรอคำตอบ 2-3 วันไม่ก็มากกว่า เลยตัดสินใจส่งข้อความไปยกเลิกครับ (โลโก้สีส้ม) เคยส่งไปยกเลิกผ่านแอพแล้ว แต่ยกเลิกไม่ได้ เงินที่จ่ายไป 1 เดือน อาจจะไม่ได้คืนมา,pantip
522,ทำประกันชีวิตไว้ มาเจอตรวจเจอ hiv หลังทำประกันได้ 1 ปี,pantip
523,ผมอยากทราบว่าผมติดเชื้อHIVหลังจากทำประกันประกันจะคุ้มครองผมต่อไหมครับประกันที่ผมทำคือมันนี่ฟิตเฟิร์ม25/20(มีเงินปันผล)วันเริ่มสัญญา24มิถุนายน2565วันครบกำหนด24มิถนายน2590ผมอยากทำประกันไว้เป็นเงินค่าทำศพในอนาคตผมสามารถทำได้ไหมถ้าทำได้ผมจ่ายประกันที่งวดที่2ถ้าทำไม่ได้แนะนำผมที,pantip
524,ทำประกันชีวิตพ่วงการลงทุน เลือกชำระเบี้ย แบบหักบัญชี แบบ auto แต่ที่บ้านสั่งให้ยกเลิก ถ้าเลือกชำระทางนี้ ยกเลิกได้ไหมคะ,pantip
525,จ่ายไป 6 เดือนละค่ะแต่ที่บ้านให้ยกเลิก เนื่องจาก ทำที่อื่นให้แล้วประเด็นคือเราเลือกหัก บช แบบ อัตโนมัติจะสามารถยกเลิกได้ไหมคะ ว่าเดือนต่อไป ไม่ต้องหัก,pantip
526,ไปทำประกันชีวิต+การลงทุนไว้ เสียเบี้ยไป 6 เดือนแลแต่ที่บ้านให้ยกเลิก เพราะทำไว้ให้แล้ว สามารถแจ้งยกเลิกได้ทันทีเลยไหมคะ,pantip
527,ที่บ้านทำของ บ.อื่นไว้ให้หลายที่ เราลืมค่ะเลยไปทำอีกที่สามารถแจ้งยกเลิกได้ทันทีเลยไหมคะ?????ปล.ทราบค่ะ ว่าเบี้ยที่เสียไม่ได้คืน เท่ากับเสียเปล่า แต่ที่บ้านให้ยกเลิก เพราะเดือนต่อไปจะได้มะต้องเสีย,pantip
528,ถ้าเหตุการณ  ทางเลื่อนกินขา . ที่สนามบินดอนเมือง เกิดกับคุณ จะเรียก ค่าเสียหายจาก AOT เท่าไหร่ ?,pantip
529,มันจะสามารถเรียกได้ขนาดไหนหนอ....เรียกค่าเสียหายจากเรื่องไหนได้บ้าง,pantip
530,ยกเลิกหักเงินประกันชีวิตอัตโนมัติ,pantip
531,ยกเลิกหักเงินอัตโนมัติของประกันชีวิตในแอฟทำยังไงค่ะ,pantip
532,"ทำประกันชีวิตเสียค่าเบี้ยเดือนละ 2,000ถือเป็นภาระหนี้ไหมคะ?แบบเวลาไปกู้สินเชื่อบ้าน นำตรงนี้มาคิดว่าเป็นภาระหนี้ไหม",pantip
533,"ทำประกันชีวิตเสียค่าเบี้ยเดือนละ 2,000ถือเป็นภาระหนี้ไหมคะ?แบบเวลาไปกู้สินเชื่อบ้าน นำตรงนี้มาคิดว่าเป็นภาระหนี้ไหม",pantip
534,ถ้าเราทำประกันชีวิตควบการลงทุน ได้ 6 เดือนแล้ว แต่เพิ่งจำได้ว่าที่บ้านเคยให้ทำของอีกแบรนด์ไว้ ถ้าเรายกเลิกจะโดนปรับไหมคะ,pantip
535,เราเพิ่งทำ ilink (unit linked) ของ axa ไปได้ 6 เดือนละเพิ่งนึกได้ ที่บ้านเคยให้ทำของอีกที่ไว้ถ้าเราจะยกเลิก ของ axa ที่เราเพื่งสมัครไปจะโดนอะไรไหมคะ?   แก้ไขข้อความเมื่อ,pantip
536,ประกันชีวิต แบบ ถ้าเสียชีวิต แล้วแบบ คนที่เราใส่ชื่อไว้ได้รับเงิน สามารถทำได้หลายที่ไหมคะ? หรือทำได้แค่บริษัทเดียว?,pantip
537,แบบถ้าทำของบริษัทนึงแล้วสามารถทำของอีกบริษัทได้ไหม,pantip
538,สมัครงาน Manager advisor ของซัมซุงได้เงินเดือนมั้ย?,pantip
539,เราพึ่งไปสัมภาษณ์งานมาเป็นประกันของซัมซุงเราอยากจะรู้ว่าถ้าเราทำงานแล้วเราหาลูกค้าไม่ได้เราจะได้เงินเดือนมั้ย เห็นบอกว่าตำแหน่ง Manager advisor ก็เซลล์ขายประกันนั้นแหละ ใครเคยไปสัมภาษณ์มาบ้างคะหรือเคยทำงานมาบ้าง,pantip
540,iPad รุ่นไหนดี สำหรับตัวแทนขายประกัน AIA,pantip
541,พี่ๆ เพื่อนๆ น้องๆ คนไหนที่เป็นตัวแทนขายประกันของ AIAไม่ทราบว่าใช้ iPad รุ่นไหนกันอยู่บ้างคะรบกวนช่วยแนะนำหน่อยนะคะ 🥰🥰🥰,pantip
542,เพื่อนขายประกัน คุยยังไงให้ไม่เสียเงินคะ,pantip
543,ขอวิธีคุยกับเพื่อนที่พยายามขายประกันให้เราหน่อยค่ะ ขอแบบไม่เสียเงิน ไม่เสียเพื่อนแต่เพื่อนเลิกยุ่ง ปกติเป็นคนจิตอ่อนมากกลัวโดนป้ายยา,pantip
544,อยากทราบเรื่องเงินประกันหลังฆ่าตัวตายค่ะว่าเขาจ่ายจริงๆมั้ย,pantip
545,ตามชื่อกระทู้เลยค่ะ ทำประกันมาน่าจะสามปีแล้วและอยากแน่ใจว่าคนข้าวหลังของเราจะได้รับเงินจริงๆเราอยากได้คำตอบจากคนทำงานหรือคนทราบเรื่องนี้อย่างจริงจังเราไม่อยากตอบคำถามว่าทำไมถึงคิดแบบนี้ ทำไมถึงไม่ทำอย่างอื่นเราอยากได้คำตอบที่ชัดเจนเท่านั้นค่ะ เราไม่อยากได้กำลังใจหรือข้อคิดอะไรแล้วเราพยายามอ่านแล้วและบางทีเราไม่เข้าใจ เรามีแต่เสียงในหัวไม่หยุด เราอยากได้คไตอบที่กระชับค่ะ,pantip
546,ไม่ทราบว่าใครได้ทำประกันภัย บริษัท Samaggi insurance PCL. ที่ขึ้นกับธนาคารไทยพาณิชย์บ้าง?,pantip
547,ดิฉันได้ทำประกันภัยกับบริษัท Samaggi insurance PCL. ที่ขึ้นกับธนาคารไทยพาณิชย์ ทางบริษัทประกันภัยได้หักเงินในบัญชีไป 2ครั้ง 312 บาท 1รอบ 320บาทรอบที่2 ซึ่งตอนฟังซื้อประกันทางเจ้าที่บอกเพียงเดือนล่ะ320บาทต่อเดือน ทำไมถึงหักไปเดือนล่ะ2ครั้ง มีผู้รู้ช่วยตอบคำถามหน่อยได้มั้ยคะ ปีก่อนหน้าก็ทำไว้เหมือนกันไม่ทันสังเกตเลยไม่เคยเช็ค พอมาปีนี้เราเช็คดูทำไมถึงหักเงินเดือนล่ะ2รอบ บางเดือนก็หักไปรอบเดียว ไม่เข้าใจ มีผู้ช่วยหน่อยได้มั้ยคะ,pantip
548,ทำไมประกันธนชาติห่วยแบบนี้,pantip
549,เรื่องมีอยู่ว่า เกิดอุบัติเหตุรถยนต์ตัดหน้าเรา เราขับมอไซค์ สรุปคือเราถูก ประกันเป็นของฝั่งรถยนต์ เป็นชั้น 1 ซึ้งคุ้มครองคู่กรณีด้วย ก็คือเรา เราก็ทำเรื่องเคลมรถ อู่ก็ให้ใบเสนอราคามาให้เราไปติดต่อประกันเอง คนที่ดูแลประกันเราก็ยื่นเรื่องเข้าบริษัทแล้วบอกรอฝ่ายการเงินอนุมัติ นี่รอมาจะสองเดือนแล้วนะ โคตรช้า โคตรห่วย กะอิแค่อนุมัติให้เราไปซ่อมรถ ไม่รู้จะดึงเวลาทำไม อู่ก็โทรตามๆ เราก็โทรตาม ไอ้คนดูแลประกันก็ทำเฉยอยู่ได้ ห่วยมากครับ,pantip
550,ปรึกษาการทำประกันชีวิต TTB,pantip
551,เนื่องจากผมทำเรื่องกู้ 25 เท่าผ่านแล้วสัญญากับพนักงานไว้ว่าจะทำประกันชีวิตด้วยเลยอยากขอปรึกษาเรื่องแพกเกจประกันครับเป็นข้าราชการทหาร เพศชาย อายุ 36 ปีสนใจทำประกันชีวิตของธนาคาร TTBมีแพคเกจไหนคุ้มค่า และ น่าสนใจบ้างครับ,pantip
552,มีใครเคยสมัครกรุงไทยพานิชประกันภัยจากการโทรมาเสนอทางโทรศัพท์ไหมครับ,pantip
553,พอดีตามหัวกระทู้เลยครับ ผมสงสัยมากว่ามีคนโดนแบบเดียวกันไหม เขาทำงานกันเหมือนscammerมากเลยครับ คือผมได้รับข้อเสนอว่าได้รับประกันนี้จากสิทธิ์ของบัตรเครดิตและจะไม่มีค่าใช้จ่ายใดๆ จากกรุงไทยพานิชประกันภัย KPI Krungthai Panich Insurance จนกว่าจะครบปี ผมถามย้ำกับทางประกันไป2ครั้งว่า ไม่มีค่าใช้จ่ายอะไรใช่ไหม ทางนั้นก็ตอบว่าใช่ จนกว่าจะครบ1ปีแล้วในก่อนครบระยะเวลา1ปี จะมีเจ้าหน้าที่โทรไปถามอีกรอบว่าสนใจจะต่อประกันไหม แต่พอจบสนทนาวางสายเท่านั้นแหละครับ เงินถูกหักออกไปเลยจากบัตรเครดิต ยอด 8870 บาท งงมากว่าเดี๋ยวนี้เขาทำงานกันแบบนี้เลยหรอครับ ยังไงฝากระวังกันไว้ด้วยนะครับเพิ่มเติมครับ บริษัทนายหน้าประกันคือบริษัท แอคคอดไลฟ์โบรกเกอร์ จำกัด   แก้ไขข้อความเมื่อ,pantip
554,สงสัยการแถลงสุขภาพประกันค่ะ,pantip
555,โรคที่เคยเป็นมาก่อนนี่ถ้านานกว่า 20 ปีขึ้นไป นี่ต้องแจ้งในใบสมัครให้หมดด้วยใช่มั้ยคะ ถ้าโรคนั้นไม่เคยเข้ารับการรักษาหลังจาก 20 ปีมาแล้ว จะถือว่าหายขาดแล้วรึเปล่าคะ เช่น โรคริดสีดวง โรคกระเพาะอาหาร ถ้าจะแนบประวัติสุขภาพไม่แน่ใจว่าประวัติสุขภาพจะยังมีอยู่มั้ยอ่ะคะ หรือถ้าถือว่าหายขาดแล้ว เราแถลงไปจะเสียสิทธิ์ความคุ้มครองโรคนั้นรึเปล่า,pantip
556,ยกเลิกประกันอุบัติเหตุ,pantip
557,ดิฉันนางสาว โชติกา แซ่อึ้งขอยกเลิกประกันอุบัติเหตุกับบริษัทขอความกรุณาติดต่อกลับมาด้วยค่ะ0937244871,pantip
558,สงสัยเรื่องประกันสุขภาพ น้ำหนักตัว,pantip
559,ถ้าตอนที่ซื้อประกันครั้งแรกน้ำหนักไม่เยอะ ได้กรมธรรม์ครอบคลุมทุกอย่าง ปกติ แต่ผ่านไปๆ 3 ปี ต่อสัญญาเรื่อยๆ พบว่า น้ำหนักขึ้นมาเกินเกณฑ์ เช่น จาก 80 มาเป็น 100 กก. หรือค่าตับ ค่าน้ำตาล สูงขึ้นมากๆ ต้องตรวจสุขภาพใหม่ไหมครับ แล้วถ้าไม่ตรวจ มีโอกาส โดนปฏิเสธการเคลมประกันไหมครับขอบคุณครับ,pantip
560,ประกันโทรหา แล้วผมตอบตกลงทำประกันไป 2-3 รอบ แต่ผมตัดสายทิ้งก่อน ถือว่าเราได้ทำประกันสำเร็จไปแล้วรึยังครับ,pantip
561,"ตอนแรกมีเบอร์แปลกโทรหาผม แต่ Whocall ไม่แจ้งว่าเบอร์อะไร แต่ผมก็ยังคิดว่าเป็นประกันนะครับแต่พอนานๆเข้า ผ่านมาจะ 3 อาทิตย์ มันโทรมาติดกันทุกวันผมเลยลองรับดูเพราะคิดว่าอาจมีเพื่อนหรือญาติโทรมาเหตุฉุกเฉินอะไรปรากฎว่าเป็น ประกันจริงๆ !! ระหว่างสนทนา ทางประกันก็บันทึกเสียงแล้วผมก็ดันไปตอบ ""ตกลงทำประกัน"" ไป 2-3 รอบแล้วคร่าวนี้ ผมเลยกลั้นใจกดตัดสายทิ้งก่อนแต่เท่าที่ผมฟังก่อนตัดสายทิ้ง เหมือนจะใกล้เสร็จแล้วด้วยแล้วแบบนี้ ถือว่าผมได้ทำประกันสำเร็จไปแล้วหรือยังครับปล.หลังตัดสายทิ้ง ประกันก็โทรกลับมา 2 สาย แต่ผมไม่ได้รับนะครับ",pantip
562,ไทยประกันชีวิตทำไว้แบบ15ปีแบบมีปันผลจะครบกำหนดสัญญาประกันรับเงินคืนอีก3เดือน แต่หากรมธรรม์ไม่เจอ,pantip
563,และในบัตรประชาชนเปลี่ยนแปลงชื่อใหม่แล้ว จะต้องทำยังไง โทร1124 call center ไทยประกันพูดไม่ตรงกันคนแรกบอก ให้ไปแจ้งความหาย แล้วนำใบแจ้งความไปออกกรอกแบบฟอร์มที่สาขาเเล้วแจ้งเปลี่ยนชื่อใหม่พร้อมใบเปลี่ยนชื่อ แล้วรอกรมธรรม์ใหม่อีก2สัปดาห์ ก่อนครบกำหนดสัญญา1เดือนจะมีหนังสือแจ้งเรื่องเงินคืนครบสัญญา125%ของทุนประกัน จะออกเป็นแคชเชียร์เช็คโทรถาม1124อีกครั้งอาทิตย์ต่อมา ไม่รู้คนเดียวกันหรือเปล่า บอก ไม่ต้องแจ้งความออกกรมธรรม์ใหม่แล้วเพราะมันจะครบสัญญาแล้วอีก3เดือน จะได้ไม่ต้องมีค่าใช้จ่ายออกกรมธรรม์ใหม่ เขียนเป็นข้อความลงในสำเนาใบเปลี่ยนชื่อเเจ้งเลขกรมธรรม์ว่าเปลี่ยนชื่อ/สำเนาบัตรประชาชน/สำเนาบุ๊คแบงค์ แล้วส่งไปที่บริษัทไทยประกันชีวิต แค่นั้น 1เดือนก่อนครบสัญญาจะมีหนังสือแจ้งอีกที และรอรับเงินเข้าบัญชีตามวันที่ครบสัญญาตกลงจะเชื่อใครดี   แก้ไขข้อความเมื่อ,pantip
564,เดือนนี้ รวยๆๆ สุดๆ หลังงานจับมือ ยังเหลือเงินสดตั้ง 700 กว่าใช้ชิวๆถึงสิ้นเดือนเลย จ่ายประกันชีวิตวันนี้ แต่ยังไม่ตาย,pantip
